CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Vasara,Šaltasis frontas išstums tropinį orą iš Lietuvos: liūčių išvengs tik viena Lietuvos dalis,https://www.delfi.lt/vasara/orai/saltasis-frontas-isstums-tropini-ora-is-lietuvos-liuciu-isvengs-tik-viena-lietuvos-dalis.d?id=90642747
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,JAV žvalgyba praneša: Putinas vis dar nori užimti didžiąją dalį Ukrainos,https://www.delfi.lt/news/daily/lithuania/jav-zvalgyba-pranesa-putinas-vis-dar-nori-uzimti-didziaja-dali-ukrainos.d?id=90633057
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,Karo ekspertai: užsispyrimas ginti vieną miestą ukrainiečiams gali baigtis kur kas didesniais nuostoliais,https://www.delfi.lt/news/daily/lithuania/karo-ekspertai-uzsispyrimas-ginti-viena-miesta-ukrainieciams-gali-baigtis-kur-kas-didesniais-nuostoliais.d?id=90634075
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,Po savaitės karščių – nauja sinoptikų prognozė: savaitgalį sulauksime pokyčių,https://www.delfi.lt/news/daily/lithuania/po-savaites-karsciu-nauja-sinoptiku-prognoze-savaitgali-sulauksime-pokyciu.d?id=90641695
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,"Diplomatas: visi žino, kuo turi prasidėti Rusijos deputinizacija",https://www.delfi.lt/news/daily/lithuania/diplomatas-visi-zino-kuo-turi-prasideti-rusijos-deputinizacija.d?id=90637421
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,Privalomąją pradinę tarnybą baigė 800 šauktinių,https://www.delfi.lt/news/daily/lithuania/privalomaja-pradine-tarnyba-baige-800-sauktiniu.d?id=90641819
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,Nausėda paskyrė tris naujus Vilniaus apygardos teismo teisėjus,https://www.delfi.lt/news/daily/lithuania/nauseda-paskyre-tris-naujus-vilniaus-apygardos-teismo-teisejus.d?id=90641623
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,"NKSC: kibernetinės atakos nuslopo, bet ekspertai pasirengę jų atsinaujinimui",https://www.delfi.lt/news/daily/lithuania/nksc-kibernetines-atakos-nuslopo-bet-ekspertai-pasirenge-ju-atsinaujinimui.d?id=90640965
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,"Ar Lietuva suvaldė migracijos krizę? Kol vieni vardina tris sėkmės priežastis, kiti siūlo Bilotaitei palikti postą",https://www.delfi.lt/news/daily/lithuania/ar-lietuva-suvalde-migracijos-krize-kol-vieni-vardina-tris-sekmes-priezastis-kiti-siulo-bilotaitei-palikti-posta.d?id=90639389
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,Estija per kelis mėnesius deportavo apie 20 proputiniškų „vatnikų“,https://www.delfi.lt/news/daily/lithuania/estija-per-kelis-menesius-deportavo-apie-20-proputinisku-vatniku.d?id=90636157
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,Klampi Kaliningrado istorija nesibaigia: ar Grybauskaitės priekaištai Nausėdai – pagrįsti,https://www.delfi.lt/news/daily/lithuania/klampi-kaliningrado-istorija-nesibaigia-ar-grybauskaites-priekaistai-nausedai-pagristi.d?id=90638259
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Lietuvoje,Seimo opozicijos pritaria apkaltos Gražuliui iniciatyvai,https://www.delfi.lt/news/daily/lithuania/seimo-opozicijos-pritaria-apkaltos-grazuliui-iniciatyvai.d?id=90638097
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,Bidenas pakliuvo į klastočių kūrėjų akiratį: atsidūrė ant netikro viršelio,https://www.delfi.lt/news/melo-detektorius/melas/bidenas-pakliuvo-i-klastociu-kureju-akirati-atsidure-ant-netikro-virselio.d?id=90632805
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Iš dalies melas,"Skleidžia gandus apie amerikiečių branduolinės energetikos inžinierių, LGBTQ aktyvistą",https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/skleidzia-gandus-apie-amerikieciu-branduolines-energetikos-inzinieriu-lgbtq-aktyvista.d?id=90632735
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,Platina klaidingą Ukrainos kalbų žemėlapį,https://www.delfi.lt/news/melo-detektorius/melas/platina-klaidinga-ukrainos-kalbu-zemelapi.d?id=90632079
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,Lietuviai platina melagieną apie vakcinas: klaidingą informaciją pateikia kaip gąsdinimą,https://www.delfi.lt/news/melo-detektorius/melas/lietuviai-platina-melagiena-apie-vakcinas-klaidinga-informacija-pateikia-kaip-gasdinima.d?id=90632061
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Iš dalies melas,"Gąsdina, esą Latvijoje apsigyvenę ukrainiečiai nuo rytojaus bus išmesti į gatvę",https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/gasdina-esa-latvijoje-apsigyvene-ukrainieciai-nuo-rytojaus-bus-ismesti-i-gatve.d?id=90631657
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,Tėvams – 8 priežastys nuo COVID-19 neskiepyti savo vaikų: absoliuti jų dauguma yra melas,https://www.delfi.lt/news/melo-detektorius/melas/tevams-8-priezastys-nuo-covid-19-neskiepyti-savo-vaiku-absoliuti-ju-dauguma-yra-melas.d?id=90630469
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Iš dalies melas,COVID-19 vakcinoms „priskyrė“ naują nepageidaujamą poveikį: nutylėjo vieną svarbų faktą,https://www.delfi.lt/news/melo-detektorius/is-dalies-melas/covid-19-vakcinoms-priskyre-nauja-nepageidaujama-poveiki-nutylejo-viena-svarbu-fakta.d?id=90623755
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,Rusų karių žudomus ir prievartaujamus vaikus klaidingai vadina išgalvota propaganda,https://www.delfi.lt/news/melo-detektorius/melas/rusu-kariu-zudomus-ir-prievartaujamus-vaikus-klaidingai-vadina-isgalvota-propaganda.d?id=90620857
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,"„Coca-Cola“ nekūrė ir neplatino skardinės su užrašu, kviečiančiu „būti mažiau baltaodžiu“",https://www.delfi.lt/news/melo-detektorius/melas/coca-cola-nekure-ir-neplatino-skardines-su-uzrasu-kviecianciu-buti-maziau-baltaodziu.d?id=90620693
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,"Netikėkite: melagingai teigia, kad daugybė sportininkų mirė nuo vakcinos nuo COVID-19",https://www.delfi.lt/news/melo-detektorius/melas/netikekite-melagingai-teigia-kad-daugybe-sportininku-mire-nuo-vakcinos-nuo-covid-19.d?id=90620669
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,Nesuklyskite: tai – ne liepsnojantis ukrainiečių ginklų sandėlis,https://www.delfi.lt/news/melo-detektorius/melas/nesuklyskite-tai-ne-liepsnojantis-ukrainieciu-ginklu-sandelis.d?id=90620463
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Melas,"Platina melą: įžūliai teigia, kad „Pfizer“ vakcina nuo COVID-19 pasiskiepijusios moterys netenka savo kūdikių",https://www.delfi.lt/news/melo-detektorius/melas/platina-mela-izuliai-teigia-kad-pfizer-vakcina-nuo-covid-19-pasiskiepijusios-moterys-netenka-savo-kudikiu.d?id=90620443
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Šiauliai,Didžiausias Lietuvos vynuogynas be žado palieka net užsieniečius,https://www.delfi.lt/miestai/siauliai/didziausias-lietuvos-vynuogynas-be-zado-palieka-net-uzsieniecius.d?id=90635459
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Vilnius,"Apklausa parodė, kad vilniečiai norėtų tramvajaus",https://www.delfi.lt/miestai/vilnius/apklausa-parode-kad-vilnieciai-noretu-tramvajaus.d?id=90635139
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Vilnius,Pristatyta įspūdinga ekstremalaus bėgimo trasa Vingio parke,https://www.delfi.lt/miestai/vilnius/pristatyta-ispudinga-ekstremalaus-begimo-trasa-vingio-parke.d?id=90621471
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Panevėžys,"Panevėžietis pasakomis auklėja vaikus, įveikia sunkumus ir net gydo ligonius",https://www.delfi.lt/miestai/panevezys/panevezietis-pasakomis-aukleja-vaikus-iveikia-sunkumus-ir-net-gydo-ligonius.d?id=90610743
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 08:07:00,Panevėžys,Panevėžio saugykloje – milijoninės vertės dovana,https://www.delfi.lt/miestai/panevezys/panevezio-saugykloje-milijonines-vertes-dovana.d?id=90610999

CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Užsienyje,"Karas Ukrainoje. Rusų pajėgos įsitvirtina Lysyčanske, dėl paleistų raketų į Belgorodą Rusija kaltina Kijyvą",https://www.delfi.lt/news/daily/world/karas-ukrainoje-rusu-pajegos-isitvirtina-lysycanske-del-paleistu-raketu-i-belgoroda-rusija-kaltina-kijyva.d?id=90645941
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Verslas,Kainų augimas Lietuvoje pasiekė nepriimtiną lygį: sukaupti pinigai pradėjo tirpti,https://www.delfi.lt/verslas/mano-eurai/kainu-augimas-lietuvoje-pasieke-nepriimtina-lygi-sukaupti-pinigai-pradejo-tirpti.d?id=90626841
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Krepšinis,"Niekada nebebus taip, kaip anksčiau: NBA milžinas – neįgaliojo vežimėlyje",https://www.delfi.lt/krepsinis/nba/niekada-nebebus-taip-kaip-anksciau-nba-milzinas-neigaliojo-vezimelyje.d?id=90638383
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Šeima,"Britė nė neįtarė, kad yra nėščia, kol nuėjusi nusilengvinti į tualetą netikėtai pagimdė",https://www.delfi.lt/seima/laukimas/brite-ne-neitare-kad-yra-nescia-kol-nuejusi-nusilengvinti-i-tualeta-netiketai-pagimde.d?id=90615667
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,"Užkalnis – apie besiskundžiančius kainomis Palangoje: ko jie važiuoja, jei jiems brangu?",https://www.delfi.lt/news/daily/lithuania/uzkalnis-apie-besiskundziancius-kainomis-palangoje-ko-jie-vaziuoja-jei-jiems-brangu.d?id=90631493
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Veidai,"18-metė Charlie Sheeno dukra dalijasi pikantiškais kadrais už pinigus: tėvas įsiuto, kaltina buvusią žmoną",https://www.delfi.lt/veidai/uzsienio-zvaigzdes/18-mete-charlie-sheeno-dukra-dalijasi-pikantiskais-kadrais-uz-pinigus-tevas-isiuto-kaltina-buvusia-zmona.d?id=90501907
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Paaiškėjo 2023 metais Vilniuje vyksiančio NATO susitikimo biudžetas: skiriama apvali suma,https://www.delfi.lt/news/daily/lithuania/paaiskejo-2023-metais-vilniuje-vyksiancio-nato-susitikimo-biudzetas-skiriama-apvali-suma.d?id=90647631
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Krepšinis,„Žalgiris“ oficialiai pranešė apie latvišką pirkinį iš „Barcelonos“,https://www.delfi.lt/krepsinis/naujienos/zalgiris-oficialiai-pranese-apie-latviska-pirkini-is-barcelonos.d?id=90647685
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Veidai,"NATO viršūnių susitikime Madride – Diana Nausėdienė, Brigitte Macron, karalienė Letizia ir kitos pirmosios ponios",https://www.delfi.lt/veidai/zmones/nato-virsuniu-susitikime-madride-diana-nausediene-brigitte-macron-karaliene-letizia-ir-kitos-pirmosios-ponios.d?id=90647061
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Vasara,Sausakimša Šventoji stebina net rekordinės infliacijos laikais: už tokią kainą miegoti kone kopose atrodo nerealu,https://www.delfi.lt/vasara/naujienos/sausakimsa-sventoji-stebina-net-rekordines-infliacijos-laikais-uz-tokia-kaina-miegoti-kone-kopose-atrodo-nerealu.d?id=90646193
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Vasara,"Vieni negali pakęsti jų kvapo ir skonio, kiti mėgaujasi, bet nauda – akivaizdi: saugo jaunystę, pakelia nuotaiką ir padeda išsaugoti kūno formas",https://www.delfi.lt/vasara/naujienos/vieni-negali-pakesti-ju-kvapo-ir-skonio-kiti-megaujasi-bet-nauda-akivaizdi-saugo-jaunyste-pakelia-nuotaika-ir-padeda-issaugoti-kuno-formas.d?id=90357919
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Veidai,"Festivalyje Lenkijoje kilo milžiniška audra: prašė nepanikuoti, evakuoti tūkstančiai žmonių, tarp jų – begalė lietuvių",https://www.delfi.lt/veidai/festivalizuokis/festivalyje-lenkijoje-kilo-milziniska-audra-prase-nepanikuoti-evakuoti-tukstanciai-zmoniu-tarp-ju-begale-lietuviu.d?id=90642339
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Užsienyje,Rusijos karinėje vadovybėje – drastiški pokyčiai: prabilo apie didžiausią problemą,https://www.delfi.lt/news/daily/world/rusijos-karineje-vadovybeje-drastiski-pokyciai-prabilo-apie-didziausia-problema.d?id=90624819
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Vasara,Šaltasis frontas išstums tropinį orą iš Lietuvos: liūčių išvengs tik viena Lietuvos dalis,https://www.delfi.lt/news/daily/lithuania/saltasis-frontas-isstums-tropini-ora-is-lietuvos-liuciu-isvengs-tik-viena-lietuvos-dalis.d?id=90642747
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Teisė,"Kruvina drama Vilniuje: du nužudyti, trečiam – perpjauta gerklė",https://www.delfi.lt/news/daily/lithuania/kruvina-drama-vilniuje-du-nuzudyti-treciam-perpjauta-gerkle.d?id=90455257
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Nesutaria dėl Kaliningrado tranzito krizės: valdančiųjų stovykloje požiūriai išsiskyrė – nuskambėjo raginimai prezidentui,https://www.delfi.lt/news/daily/lithuania/nesutaria-del-kaliningrado-tranzito-krizes-valdanciuju-stovykloje-poziuriai-issiskyre-nuskambejo-raginimai-prezidentui.d?id=90644911
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Nausėda: Lietuva siekia nuolatinio JAV karinių pajėgų dislokavimo savo teritorijoje,https://www.delfi.lt/news/daily/lithuania/nauseda-lietuva-siekia-nuolatinio-jav-kariniu-pajegu-dislokavimo-savo-teritorijoje.d?id=90646159
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,"COVID-19 statistika: 52 nauji atvejai, mirė du žmonės",https://www.delfi.lt/news/daily/lithuania/covid-19-statistika-52-nauji-atvejai-mire-du-zmones.d?id=90646267
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Vasara,Orai: karščio bangai pasitraukus šiluma nedings – termometrų stulpeliai kils iki 28 laipsnių,https://www.delfi.lt/vasara/orai/orai-karscio-bangai-pasitraukus-siluma-nedings-termometru-stulpeliai-kils-iki-28-laipsniu.d?id=90645775
CR001,Lithuania,NP_001,Delfi.lt,lt,2022-07-03 18:09:00,Lietuvoje,Paaiškėjo 2023 metais Vilniuje vyksiančio NATO susitikimo biudžetas: skiriama apvali suma,https://www.delfi.lt/news/daily/lithuania/paaiskejo-2023-metais-vilniuje-vyksiancio-nato-susitikimo-biudzetas-skiriama-apvali-suma.d?id=90647631
